time,lat,lon,ssp126_prcptot_p10,ssp126_prcptot_p50,ssp126_prcptot_p90,ssp245_prcptot_p10,ssp245_prcptot_p50,ssp245_prcptot_p90,ssp585_prcptot_p10,ssp585_prcptot_p50,ssp585_prcptot_p90
2074-01-01,43.208333245,-80.208335765,699.58,877.96,1053.80,786.63,954.76,1046.38,797.51,924.81,1137.79
2075-01-01,43.208333245,-80.208335765,747.33,937.89,1123.29,726.34,865.44,1033.07,823.08,973.72,1113.01
2076-01-01,43.208333245,-80.208335765,777.43,932.91,1124.72,834.63,958.91,1086.14,778.87,951.62,1081.56
2077-01-01,43.208333245,-80.208335765,739.40,872.25,981.44,778.13,938.49,1039.98,799.82,935.42,1187.59
2078-01-01,43.208333245,-80.208335765,747.94,933.38,1072.86,818.62,881.99,1003.20,779.43,966.73,1176.66
2079-01-01,43.208333245,-80.208335765,704.84,846.82,1069.13,786.02,904.66,1073.24,798.07,942.06,1159.09
2080-01-01,43.208333245,-80.208335765,766.09,868.57,1094.75,802.24,934.97,1175.09,808.20,913.79,1056.96
2081-01-01,43.208333245,-80.208335765,770.27,944.10,1069.23,771.15,933.73,1015.95,827.09,995.48,1190.16
2082-01-01,43.208333245,-80.208335765,759.42,902.43,1087.17,818.71,918.42,1117.25,728.97,931.14,1066.95
2083-01-01,43.208333245,-80.208335765,799.35,906.87,967.77,772.35,930.94,1033.81,812.50,969.03,1198.95
2084-01-01,43.208333245,-80.208335765,813.57,927.01,1223.48,776.72,867.66,993.04,803.34,966.76,1144.91
2085-01-01,43.208333245,-80.208335765,762.88,932.75,1156.44,773.24,962.69,1113.59,839.83,937.27,1140.14
2086-01-01,43.208333245,-80.208335765,799.90,929.28,1050.39,764.47,927.12,1067.30,838.26,963.79,1116.08
2087-01-01,43.208333245,-80.208335765,759.17,885.10,986.48,812.78,900.14,1101.85,788.80,960.72,1294.32
2088-01-01,43.208333245,-80.208335765,763.01,885.61,1121.04,733.03,966.61,1115.96,782.57,933.86,1002.83
2089-01-01,43.208333245,-80.208335765,720.91,866.06,1132.40,752.50,948.73,1082.66,836.10,985.00,1236.10
2090-01-01,43.208333245,-80.208335765,739.34,933.56,1022.17,781.96,946.07,1075.59,826.60,947.45,1097.90
2091-01-01,43.208333245,-80.208335765,752.45,926.43,1048.24,782.06,878.75,1116.33,843.45,942.41,1152.32
2092-01-01,43.208333245,-80.208335765,732.39,877.37,1070.74,760.92,950.56,1146.70,805.18,959.95,1109.78
2093-01-01,43.208333245,-80.208335765,784.08,920.47,1155.86,798.49,951.91,1162.45,695.87,956.34,1105.06
2094-01-01,43.208333245,-80.208335765,768.01,933.21,1066.57,802.91,872.05,1093.54,860.07,1036.16,1164.61
2095-01-01,43.208333245,-80.208335765,699.19,879.96,1045.20,792.35,930.44,1106.65,855.32,952.87,1122.09
2096-01-01,43.208333245,-80.208335765,772.88,913.69,1017.57,807.89,952.85,1138.88,789.86,919.84,1125.76
2097-01-01,43.208333245,-80.208335765,723.50,931.85,1022.22,761.38,945.02,1060.53,851.47,967.81,1247.93
2098-01-01,43.208333245,-80.208335765,742.30,895.96,1045.88,825.95,928.15,1090.96,822.27,942.04,1151.22
2099-01-01,43.208333245,-80.208335765,757.00,902.85,1164.61,772.09,922.26,1092.80,800.31,1027.55,1174.91
2100-01-01,43.208333245,-80.208335765,725.69,877.64,1107.14,849.02,944.32,1094.79,838.61,986.47,1304.88
1950-01-01,43.208333245,-80.125002435,746.65,841.96,981.18,746.66,841.96,981.18,746.66,841.96,981.18
1951-01-01,43.208333245,-80.125002435,716.41,858.95,926.78,716.41,858.95,926.78,716.41,858.95,926.78
1952-01-01,43.208333245,-80.125002435,735.56,813.78,936.18,735.56,813.78,936.18,735.56,813.78,936.18
1953-01-01,43.208333245,-80.125002435,702.36,824.23,959.14,702.36,824.23,959.14,702.36,824.23,959.15
1954-01-01,43.208333245,-80.125002435,739.57,834.80,967.93,739.57,834.80,967.93,739.51,834.80,967.93
1955-01-01,43.208333245,-80.125002435,704.10,861.79,993.90,704.10,861.79,993.90,704.10,861.79,993.90
1956-01-01,43.208333245,-80.125002435,715.71,828.64,975.94,715.70,828.64,975.94,715.71,828.64,975.94
1957-01-01,43.208333245,-80.125002435,720.98,851.27,1007.83,720.98,851.27,1007.83,720.98,851.27,1007.85
1958-01-01,43.208333245,-80.125002435,685.09,856.81,1010.08,685.09,856.81,1010.08,685.09,856.81,1010.08
1959-01-01,43.208333245,-80.125002435,725.36,839.90,975.27,725.36,839.90,975.27,725.34,839.90,975.27
1960-01-01,43.208333245,-80.125002435,718.09,853.91,990.40,718.09,853.91,990.40,718.09,853.91,990.40
1961-01-01,43.208333245,-80.125002435,713.74,838.53,983.27,713.74,838.53,983.27,713.74,838.55,983.27
1962-01-01,43.208333245,-80.125002435,686.33,790.02,967.86,686.33,790.02,967.86,686.33,790.02,967.86
1963-01-01,43.208333245,-80.125002435,717.32,823.54,989.90,717.32,823.54,989.90,717.31,823.54,989.90
1964-01-01,43.208333245,-80.125002435,746.85,836.60,969.85,746.85,836.60,969.85,746.85,836.60,969.85
1965-01-01,43.208333245,-80.125002435,713.32,808.81,911.67,713.32,808.81,911.67,713.32,808.81,911.67
1966-01-01,43.208333245,-80.125002435,682.37,850.79,956.50,682.37,850.79,956.50,682.37,850.79,956.50
1967-01-01,43.208333245,-80.125002435,700.54,785.38,914.95,700.54,785.38,914.95,700.54,785.39,914.95
1968-01-01,43.208333245,-80.125002435,672.93,826.21,932.61,672.93,826.21,932.61,672.93,826.25,932.60
1969-01-01,43.208333245,-80.125002435,703.84,842.78,967.52,703.84,842.78,967.52,703.84,842.78,967.52
1970-01-01,43.208333245,-80.125002435,735.94,828.94,905.64,735.94,828.94,905.64,735.94,828.94,905.64
1971-01-01,43.208333245,-80.125002435,692.56,808.12,945.11,692.56,808.12,945.11,692.56,808.12,945.06
1972-01-01,43.208333245,-80.125002435,753.15,870.68,1025.65,753.15,870.68,1025.65,753.15,870.68,1025.65
1973-01-01,43.208333245,-80.125002435,739.09,865.55,988.99,739.09,865.56,988.99,739.09,865.56,988.99
1974-01-01,43.208333245,-80.125002435,689.44,848.67,930.85,689.44,848.67,930.85,689.44,848.70,930.85
1975-01-01,43.208333245,-80.125002435,659.72,803.60,945.08,659.72,803.60,945.08,659.71,803.60,945.08
1976-01-01,43.208333245,-80.125002435,667.86,835.64,976.85,667.86,835.64,976.85,667.86,835.64,976.85
1977-01-01,43.208333245,-80.125002435,677.50,764.09,849.54,677.49,764.09,849.54,677.50,764.09,849.54
1978-01-01,43.208333245,-80.125002435,710.79,843.12,939.73,710.79,843.12,939.73,710.79,843.12,939.73
1979-01-01,43.208333245,-80.125002435,716.78,842.36,1011.12,716.78,842.36,1011.12,716.78,842.36,1011.12
1980-01-01,43.208333245,-80.125002435,693.77,852.19,1043.64,693.77,852.19,1043.64,693.77,852.19,1043.64
1981-01-01,43.208333245,-80.125002435,647.75,820.85,918.01,647.75,820.85,918.01,647.75,820.85,918.01
1982-01-01,43.208333245,-80.125002435,752.08,838.90,919.98,752.08,838.90,919.98,752.08,838.87,919.98
1983-01-01,43.208333245,-80.125002435,730.71,824.16,990.07,730.71,824.16,990.07,730.71,824.16,990.07
1984-01-01,43.208333245,-80.125002435,655.64,819.05,955.48,655.64,819.05,955.48,655.64,819.05,955.48
1985-01-01,43.208333245,-80.125002435,761.62,856.17,972.19,761.62,856.17,972.19,761.62,856.17,972.19
1986-01-01,43.208333245,-80.125002435,750.80,850.14,988.43,750.80,850.14,988.43,750.80,850.14,988.43
1987-01-01,43.208333245,-80.125002435,738.89,881.23,965.03,738.89,881.23,965.03,738.89,881.26,965.03
1988-01-01,43.208333245,-80.125002435,735.43,909.67,1038.52,735.43,909.67,1038.52,735.43,909.67,1038.52
1989-01-01,43.208333245,-80.125002435,724.37,816.27,951.73,724.37,816.27,951.73,724.37,816.27,951.73
1990-01-01,43.208333245,-80.125002435,657.63,861.90,1023.95,657.63,861.90,1023.95,657.63,861.95,1023.95
1991-01-01,43.208333245,-80.125002435,672.27,862.01,1001.77,672.27,862.01,1001.77,672.27,862.00,1001.77
1992-01-01,43.208333245,-80.125002435,710.68,842.27,989.96,710.68,842.27,989.96,710.68,842.27,989.96
1993-01-01,43.208333245,-80.125002435,718.35,812.03,871.72,718.35,812.03,871.72,718.35,812.03,871.72
1994-01-01,43.208333245,-80.125002435,735.22,848.94,945.01,735.22,848.94,945.01,735.22,848.94,945.01
1995-01-01,43.208333245,-80.125002435,725.41,825.40,957.10,725.41,825.40,957.10,725.41,825.40,957.07
1996-01-01,43.208333245,-80.125002435,724.84,851.14,962.12,724.84,851.14,962.12,724.84,851.07,962.12
1997-01-01,43.208333245,-80.125002435,717.18,841.40,967.22,717.18,841.40,967.22,717.18,841.40,967.21
1998-01-01,43.208333245,-80.125002435,679.43,855.87,952.02,679.43,855.87,952.02,679.43,855.87,952.02
1999-01-01,43.208333245,-80.125002435,681.16,829.53,964.29,681.16,829.53,964.29,681.16,829.53,964.29
2000-01-01,43.208333245,-80.125002435,736.48,829.77,895.42,736.48,829.77,895.42,736.48,829.77,895.42
2001-01-01,43.208333245,-80.125002435,717.93,840.34,1035.00,717.93,840.34,1035.00,717.93,840.35,1035.00
2002-01-01,43.208333245,-80.125002435,723.64,814.77,956.30,723.64,814.77,956.30,723.64,814.77,956.30
2003-01-01,43.208333245,-80.125002435,699.98,835.00,953.97,699.98,835.01,953.97,700.01,834.50,953.97
2004-01-01,43.208333245,-80.125002435,655.37,825.70,1014.69,655.37,825.70,1014.69,655.37,825.70,1014.69
2005-01-01,43.208333245,-80.125002435,708.46,870.86,1077.30,708.46,870.86,1077.30,708.46,870.86,1077.30
2006-01-01,43.208333245,-80.125002435,790.68,888.75,959.31,790.68,888.75,959.31,790.70,888.75,959.31
2007-01-01,43.208333245,-80.125002435,692.53,864.61,965.97,692.53,864.61,965.97,692.53,864.61,965.97
2008-01-01,43.208333245,-80.125002435,748.11,858.46,994.21,748.11,858.46,994.21,748.11,858.46,994.21
2009-01-01,43.208333245,-80.125002435,717.14,853.16,1037.32,717.14,853.16,1037.32,717.14,853.16,1037.32
2010-01-01,43.208333245,-80.125002435,713.62,882.22,1014.09,716.25,879.88,1008.14,708.34,878.50,1011.59
2011-01-01,43.208333245,-80.125002435,767.55,931.89,1068.72,756.00,925.61,1071.28,759.49,928.71,1073.42
2012-01-01,43.208333245,-80.125002435,748.43,862.26,991.62,745.85,862.81,992.93,749.37,862.88,992.06
2013-01-01,43.208333245,-80.125002435,776.31,899.54,1011.51,777.79,902.03,1016.07,774.47,895.69,1014.06
2014-01-01,43.208333245,-80.125002435,715.46,860.98,1010.08,720.60,862.17,1014.66,719.37,866.14,1018.45
2015-01-01,43.208333245,-80.125002435,691.79,851.46,1038.44,755.85,880.24,1011.99,761.01,838.94,985.91
2016-01-01,43.208333245,-80.125002435,766.37,887.15,1020.26,791.87,866.49,1046.97,693.37,849.39,1044.91
2017-01-01,43.208333245,-80.125002435,731.01,838.74,963.60,760.64,884.61,1065.74,727.69,849.66,970.45
2018-01-01,43.208333245,-80.125002435,708.75,895.60,1017.24,737.04,863.17,1016.85,781.11,933.44,1030.85
2019-01-01,43.208333245,-80.125002435,739.91,879.14,1065.23,782.21,858.64,989.32,673.84,874.47,1023.88
2020-01-01,43.208333245,-80.125002435,668.41,852.68,1031.26,711.06,841.51,1010.05,735.93,865.95,1043.24
2021-01-01,43.208333245,-80.125002435,707.30,817.72,1047.44,696.70,860.38,1019.94,783.02,895.93,1039.34
2022-01-01,43.208333245,-80.125002435,713.27,878.51,1030.04,729.71,849.58,1069.02,780.43,882.08,973.68
2023-01-01,43.208333245,-80.125002435,724.26,852.80,1017.31,753.35,856.46,1075.91,769.97,843.03,1136.74
2024-01-01,43.208333245,-80.125002435,726.75,835.65,1031.10,698.42,846.97,1058.18,748.61,856.72,1062.34
2025-01-01,43.208333245,-80.125002435,733.13,861.16,997.54,706.93,834.04,962.62,723.18,946.78,1047.59
2026-01-01,43.208333245,-80.125002435,759.22,880.58,1003.89,713.94,832.02,957.09,690.91,877.19,1046.48
2027-01-01,43.208333245,-80.125002435,774.44,908.34,1055.80,742.65,889.80,1056.44,752.50,895.17,1006.29
2028-01-01,43.208333245,-80.125002435,802.16,916.60,1020.19,742.47,887.26,1040.75,712.40,848.01,1021.37
2029-01-01,43.208333245,-80.125002435,734.96,869.54,1013.45,721.71,895.09,987.95,797.01,923.17,1024.44
2030-01-01,43.208333245,-80.125002435,748.95,908.43,1041.03,701.71,891.68,1069.41,722.28,851.71,1044.88
2031-01-01,43.208333245,-80.125002435,706.21,844.37,1033.39,741.13,868.43,1064.88,729.74,888.80,979.72
2032-01-01,43.208333245,-80.125002435,751.58,874.55,980.01,745.58,931.86,1125.64,776.41,881.77,1043.65
2033-01-01,43.208333245,-80.125002435,791.32,899.18,1054.07,710.29,863.61,993.83,778.49,928.76,1091.93
2034-01-01,43.208333245,-80.125002435,800.31,926.22,1065.62,734.34,899.12,1055.91,755.11,858.58,1006.41
2035-01-01,43.208333245,-80.125002435,821.29,979.87,1131.95,764.38,865.84,1065.49,738.25,879.33,1012.11
2036-01-01,43.208333245,-80.125002435,816.79,914.13,1121.48,749.52,901.51,1059.69,710.04,904.68,1038.85
2037-01-01,43.208333245,-80.125002435,732.99,918.13,1092.23,707.20,875.33,1078.34,815.15,909.50,1064.86
2038-01-01,43.208333245,-80.125002435,770.32,889.94,1049.89,785.85,874.16,971.27,780.18,909.39,1055.70
2039-01-01,43.208333245,-80.125002435,792.43,901.44,965.87,798.14,912.41,1093.79,716.07,890.63,1064.03
2040-01-01,43.208333245,-80.125002435,792.24,915.10,1081.29,689.41,905.44,1081.17,788.54,926.55,1073.63
2041-01-01,43.208333245,-80.125002435,759.88,926.70,1050.03,765.20,891.59,1023.48,820.10,951.97,1122.14
2042-01-01,43.208333245,-80.125002435,751.13,876.92,1255.79,783.20,938.02,1098.10,747.66,869.04,1038.48
2043-01-01,43.208333245,-80.125002435,766.83,885.48,1075.31,759.31,929.77,1074.33,762.58,918.97,1049.76
2044-01-01,43.208333245,-80.125002435,768.79,892.34,1079.45,746.05,874.72,997.58,712.75,917.85,1035.09
2045-01-01,43.208333245,-80.125002435,755.46,860.98,1008.89,751.05,885.30,1031.71,771.58,939.91,1072.33
2046-01-01,43.208333245,-80.125002435,760.92,941.44,1059.41,728.41,854.86,1111.73,758.25,910.95,1019.72
2047-01-01,43.208333245,-80.125002435,755.93,882.95,1025.34,693.23,903.57,1026.28,801.80,888.61,1051.13
2048-01-01,43.208333245,-80.125002435,811.07,892.99,1049.86,694.51,880.05,1025.11,722.70,911.63,1131.55
2049-01-01,43.208333245,-80.125002435,721.34,905.49,1057.53,759.34,882.43,1087.98,771.31,907.32,1085.22
2050-01-01,43.208333245,-80.125002435,792.00,921.63,1139.99,812.61,912.17,1044.27,743.61,951.04,1062.55
2051-01-01,43.208333245,-80.125002435,793.18,905.95,1099.29,735.03,904.31,994.84,769.51,923.95,1076.93
2052-01-01,43.208333245,-80.125002435,780.29,853.72,1016.57,802.45,939.08,1128.82,677.31,852.88,1091.74
2053-01-01,43.208333245,-80.125002435,678.32,837.71,974.21,831.78,903.55,1096.00,774.87,938.01,1077.23
2054-01-01,43.208333245,-80.125002435,771.82,902.01,1070.44,765.81,920.64,1104.49,764.79,866.96,1110.29
2055-01-01,43.208333245,-80.125002435,768.20,864.49,1034.98,767.50,935.01,1051.21,812.12,926.03,1079.67
2056-01-01,43.208333245,-80.125002435,813.35,924.69,1112.09,778.11,903.95,1188.10,807.06,904.52,1071.93
2057-01-01,43.208333245,-80.125002435,746.52,891.86,1104.25,803.18,929.11,1074.22,804.23,926.48,1098.97
2058-01-01,43.208333245,-80.125002435,795.49,959.99,1149.96,753.79,891.26,1103.12,814.76,955.08,1119.74
2059-01-01,43.208333245,-80.125002435,746.37,909.81,1049.59,755.97,970.77,1079.94,776.33,922.58,1048.68
2060-01-01,43.208333245,-80.125002435,713.20,912.07,1031.92,764.66,895.09,1036.71,816.05,975.96,1146.86
2061-01-01,43.208333245,-80.125002435,723.07,879.82,1004.96,776.47,900.02,1119.20,773.82,900.54,1187.52
2062-01-01,43.208333245,-80.125002435,697.50,906.72,987.10,767.95,917.34,1103.95,750.75,835.95,1075.05
2063-01-01,43.208333245,-80.125002435,801.60,919.50,1062.70,728.96,901.07,1038.58,679.95,910.90,1166.85
2064-01-01,43.208333245,-80.125002435,634.78,934.11,1033.91,709.80,930.76,1083.70,800.53,918.89,1026.25
2065-01-01,43.208333245,-80.125002435,831.76,903.93,1067.86,763.21,901.36,1094.50,771.19,882.95,1044.82
2066-01-01,43.208333245,-80.125002435,742.91,915.53,1071.74,761.68,926.37,1068.01,764.81,925.60,1105.07
2067-01-01,43.208333245,-80.125002435,739.43,878.15,1001.65,729.45,884.18,993.66,755.81,894.07,1037.83
2068-01-01,43.208333245,-80.125002435,692.80,818.69,1036.08,825.39,904.30,1069.76,814.47,933.94,1116.43
2069-01-01,43.208333245,-80.125002435,749.51,894.30,1003.25,773.84,974.95,1074.21,774.40,932.80,1079.73
2070-01-01,43.208333245,-80.125002435,747.80,869.99,1028.24,742.19,994.81,1113.64,767.64,944.41,1085.78
2071-01-01,43.208333245,-80.125002435,719.74,913.30,1073.90,732.19,907.33,1086.49,807.27,984.78,1201.36
2072-01-01,43.208333245,-80.125002435,790.54,882.60,1019.93,659.67,863.43,1077.92,810.37,939.51,1100.12
2073-01-01,43.208333245,-80.125002435,733.81,933.61,1110.53,714.93,950.67,1197.56,787.77,924.98,1126.50
2074-01-01,43.208333245,-80.125002435,700.68,863.20,1048.46,789.29,953.72,1045.15,799.83,924.86,1137.45
2075-01-01,43.208333245,-80.125002435,747.83,936.61,1120.37,720.72,862.30,1035.82,818.14,977.56,1113.61
2076-01-01,43.208333245,-80.125002435,779.48,931.94,1121.36,833.55,960.05,1088.78,780.89,948.77,1081.99
2077-01-01,43.208333245,-80.125002435,740.31,871.16,988.47,778.04,934.30,1043.27,794.09,939.48,1191.88
2078-01-01,43.208333245,-80.125002435,751.93,929.03,1074.17,819.47,885.70,998.96,777.87,967.60,1175.81
2079-01-01,43.208333245,-80.125002435,704.92,848.71,1069.82,784.99,902.10,1072.77,798.05,939.02,1160.92
2080-01-01,43.208333245,-80.125002435,765.91,864.51,1089.67,802.53,932.26,1178.80,812.29,915.52,1058.26
2081-01-01,43.208333245,-80.125002435,772.65,946.75,1069.18,773.57,934.52,1018.83,825.96,999.17,1197.41
2082-01-01,43.208333245,-80.125002435,757.87,903.66,1083.14,815.50,920.65,1119.01,730.28,929.25,1067.66
2083-01-01,43.208333245,-80.125002435,798.51,902.89,966.58,768.08,933.03,1035.37,816.27,969.52,1205.23
2084-01-01,43.208333245,-80.125002435,815.78,929.79,1220.09,777.38,869.52,997.04,798.44,967.89,1139.71
2085-01-01,43.208333245,-80.125002435,760.27,932.95,1157.22,770.44,965.84,1116.22,836.83,931.22,1137.83
2086-01-01,43.208333245,-80.125002435,802.03,931.82,1045.79,762.84,928.95,1063.31,831.07,962.62,1113.91
2087-01-01,43.208333245,-80.125002435,759.56,880.27,989.28,814.19,897.46,1105.12,791.27,963.52,1286.89
2088-01-01,43.208333245,-80.125002435,758.35,881.07,1116.12,729.80,966.90,1118.42,782.73,937.91,1003.63
2089-01-01,43.208333245,-80.125002435,722.15,865.83,1127.02,754.22,949.71,1083.28,836.60,983.32,1241.41
2090-01-01,43.208333245,-80.125002435,739.50,934.25,1027.85,778.58,941.44,1075.65,822.47,947.35,1101.99
2091-01-01,43.208333245,-80.125002435,749.34,936.85,1046.15,782.38,879.48,1116.02,845.08,943.07,1162.19
2092-01-01,43.208333245,-80.125002435,732.12,879.50,1071.20,760.84,951.50,1143.69,803.37,957.07,1106.78
2093-01-01,43.208333245,-80.125002435,783.05,918.62,1159.06,791.80,952.62,1162.88,694.18,959.11,1103.12
2094-01-01,43.208333245,-80.125002435,766.21,932.61,1067.78,803.07,868.15,1094.36,863.55,1041.36,1163.05
2095-01-01,43.208333245,-80.125002435,698.14,877.64,1039.41,792.73,929.18,1108.59,852.46,953.65,1122.13
2096-01-01,43.208333245,-80.125002435,777.41,913.62,1018.81,810.06,950.76,1138.38,790.85,923.46,1131.66
2097-01-01,43.208333245,-80.125002435,724.90,933.64,1023.87,760.68,944.73,1064.33,849.97,970.45,1238.03
2098-01-01,43.208333245,-80.125002435,741.76,894.27,1045.40,821.85,932.87,1093.44,823.12,941.30,1157.17
2099-01-01,43.208333245,-80.125002435,756.54,902.38,1163.51,768.85,920.19,1095.49,800.74,1026.04,1172.44
2100-01-01,43.208333245,-80.125002435,723.35,877.05,1117.68,849.27,945.27,1088.30,838.55,988.13,1303.51
1950-01-01,43.208333245,-80.04166910500001,745.42,836.48,983.24,745.42,836.48,983.24,745.42,836.48,983.24
1951-01-01,43.208333245,-80.04166910500001,713.19,854.75,922.79,713.19,854.75,922.79,713.19,854.75,922.79
1952-01-01,43.208333245,-80.04166910500001,730.85,809.18,934.82,730.85,809.18,934.82,730.85,809.18,934.82
1953-01-01,43.208333245,-80.04166910500001,700.61,821.27,952.63,700.62,821.27,952.63,700.61,821.27,952.63
1954-01-01,43.208333245,-80.04166910500001,739.31,832.44,966.76,739.31,832.44,966.76,739.31,832.44,966.76
1955-01-01,43.208333245,-80.04166910500001,703.22,860.57,994.70,703.22,860.57,994.70,703.22,860.57,994.70
1956-01-01,43.208333245,-80.04166910500001,713.49,825.47,969.58,713.49,825.47,969.58,713.49,825.47,969.58
1957-01-01,43.208333245,-80.04166910500001,718.40,851.54,1005.41,718.40,851.54,1005.41,718.40,851.54,1005.42
1958-01-01,43.208333245,-80.04166910500001,685.52,854.87,1006.89,685.52,854.87,1006.89,685.53,854.87,1006.89
1959-01-01,43.208333245,-80.04166910500001,722.81,833.03,974.47,722.81,833.03,974.47,722.82,833.03,974.47
1960-01-01,43.208333245,-80.04166910500001,715.82,857.48,985.62,715.82,857.48,985.62,715.83,857.48,985.62
1961-01-01,43.208333245,-80.04166910500001,713.12,831.96,985.42,713.12,831.96,985.42,713.12,831.90,985.42
1962-01-01,43.208333245,-80.04166910500001,681.38,787.31,963.51,681.38,787.31,963.51,681.38,787.31,963.51
1963-01-01,43.208333245,-80.04166910500001,713.81,820.97,988.20,713.81,820.97,988.20,713.81,820.97,988.20
1964-01-01,43.208333245,-80.04166910500001,742.06,834.42,967.62,742.06,834.42,967.62,742.06,834.42,967.62
1965-01-01,43.208333245,-80.04166910500001,711.02,807.57,910.70,711.02,807.57,910.70,711.02,807.57,910.70
1966-01-01,43.208333245,-80.04166910500001,680.08,847.03,960.25,680.08,847.03,960.25,680.08,847.53,960.25
1967-01-01,43.208333245,-80.04166910500001,695.18,781.10,914.20,695.18,781.10,914.20,695.18,781.11,914.20
1968-01-01,43.208333245,-80.04166910500001,670.22,822.35,929.17,670.22,822.35,929.17,670.22,822.35,929.17
1969-01-01,43.208333245,-80.04166910500001,700.02,845.34,968.04,700.02,845.34,968.04,700.02,845.35,968.04
1970-01-01,43.208333245,-80.04166910500001,731.92,830.36,903.24,731.92,830.36,903.24,731.92,830.36,903.24
1971-01-01,43.208333245,-80.04166910500001,692.60,802.30,939.36,692.61,802.30,939.36,692.61,802.30,939.36
1972-01-01,43.208333245,-80.04166910500001,748.90,869.36,1024.34,748.90,869.36,1024.34,748.90,869.36,1024.34
1973-01-01,43.208333245,-80.04166910500001,734.35,862.90,989.59,734.35,862.90,989.59,734.35,862.90,989.59
1974-01-01,43.208333245,-80.04166910500001,687.38,846.16,926.01,687.38,846.16,926.01,687.38,846.16,926.01
1975-01-01,43.208333245,-80.04166910500001,657.47,806.93,942.48,657.47,806.93,942.48,657.46,806.96,942.48
1976-01-01,43.208333245,-80.04166910500001,666.10,833.85,974.62,666.10,833.85,974.62,666.10,833.85,974.62
1977-01-01,43.208333245,-80.04166910500001,674.27,760.89,846.12,674.27,760.89,846.12,674.27,760.89,846.12
1978-01-01,43.208333245,-80.04166910500001,707.40,839.69,938.53,707.40,839.69,938.53,707.41,839.69,938.53
1979-01-01,43.208333245,-80.04166910500001,711.75,841.62,1008.37,711.75,841.62,1008.37,711.75,841.62,1008.37
1980-01-01,43.208333245,-80.04166910500001,695.18,842.75,1041.19,695.18,842.76,1041.19,695.18,842.75,1041.18
1981-01-01,43.208333245,-80.04166910500001,647.48,820.17,912.33,647.48,820.17,912.33,647.48,820.17,912.33
1982-01-01,43.208333245,-80.04166910500001,749.66,835.26,916.48,749.66,835.26,916.48,749.66,835.29,916.48
1983-01-01,43.208333245,-80.04166910500001,725.60,821.04,988.29,725.60,821.04,988.29,725.60,821.04,988.29
1984-01-01,43.208333245,-80.04166910500001,654.48,812.34,951.05,654.98,812.34,951.05,654.98,812.34,951.05
1985-01-01,43.208333245,-80.04166910500001,755.10,854.62,969.95,755.10,854.62,969.95,755.10,854.62,969.95
1986-01-01,43.208333245,-80.04166910500001,749.06,847.48,979.46,749.06,847.48,979.46,749.06,847.48,979.46
1987-01-01,43.208333245,-80.04166910500001,737.81,875.95,962.47,737.81,875.95,962.47,737.81,875.94,962.47
1988-01-01,43.208333245,-80.04166910500001,734.02,906.33,1034.16,734.02,906.33,1034.16,734.02,906.33,1034.16
1989-01-01,43.208333245,-80.04166910500001,719.70,816.99,944.95,719.70,816.99,944.95,719.70,816.99,944.95
1990-01-01,43.208333245,-80.04166910500001,655.22,863.14,1025.82,655.22,863.14,1025.82,655.22,863.13,1025.82
1991-01-01,43.208333245,-80.04166910500001,669.30,860.42,997.08,669.30,860.42,997.08,669.30,860.43,997.08
1992-01-01,43.208333245,-80.04166910500001,708.35,839.46,990.23,708.35,839.46,990.23,708.35,839.46,990.23
1993-01-01,43.208333245,-80.04166910500001,717.75,811.47,875.22,717.75,811.47,875.22,717.75,811.47,875.22
1994-01-01,43.208333245,-80.04166910500001,732.93,846.31,944.59,732.93,846.31,944.59,732.93,846.31,944.59
1995-01-01,43.208333245,-80.04166910500001,720.69,826.30,948.58,720.69,826.30,948.58,720.69,826.30,948.61
1996-01-01,43.208333245,-80.04166910500001,723.31,848.00,963.08,723.31,848.00,963.08,723.31,848.54,963.08
1997-01-01,43.208333245,-80.04166910500001,715.15,838.47,965.25,715.15,838.47,965.25,715.15,838.47,965.25
1998-01-01,43.208333245,-80.04166910500001,672.38,855.78,950.23,672.38,855.77,950.23,672.38,855.77,950.23
1999-01-01,43.208333245,-80.04166910500001,681.05,826.49,960.99,681.05,826.49,960.99,681.05,826.49,960.99
2000-01-01,43.208333245,-80.04166910500001,735.74,834.14,892.41,735.74,834.14,892.41,735.74,834.14,892.39
2001-01-01,43.208333245,-80.04166910500001,717.59,841.34,1037.73,717.59,841.34,1037.73,717.59,841.33,1037.73
2002-01-01,43.208333245,-80.04166910500001,721.41,811.60,955.08,721.41,811.60,955.08,721.41,811.60,955.08
2003-01-01,43.208333245,-80.04166910500001,698.84,831.17,947.97,698.84,831.17,947.97,698.84,831.17,947.97
2004-01-01,43.208333245,-80.04166910500001,652.36,825.29,1018.87,652.36,825.29,1018.87,652.36,825.29,1018.88
2005-01-01,43.208333245,-80.04166910500001,706.82,868.49,1074.92,706.82,868.49,1074.92,706.82,868.49,1074.92
2006-01-01,43.208333245,-80.04166910500001,791.39,888.53,957.83,791.39,888.53,957.83,791.37,888.53,957.83
2007-01-01,43.208333245,-80.04166910500001,691.89,861.86,965.13,691.90,861.86,965.13,691.89,861.86,965.13
2008-01-01,43.208333245,-80.04166910500001,747.59,857.99,986.26,747.59,857.98,986.26,747.59,857.98,986.26
2009-01-01,43.208333245,-80.04166910500001,713.20,853.90,1034.53,713.20,853.90,1034.53,713.20,853.90,1034.53
