time,lat,lon,ssp126_prcptot_p10,ssp126_prcptot_p50,ssp126_prcptot_p90,ssp245_prcptot_p10,ssp245_prcptot_p50,ssp245_prcptot_p90,ssp585_prcptot_p10,ssp585_prcptot_p50,ssp585_prcptot_p90
1950-01-01,43.041666585,-79.791669115,755.84,840.42,970.37,755.84,840.43,970.37,755.84,840.43,970.87
1951-01-01,43.041666585,-79.791669115,711.47,854.35,914.70,711.47,854.34,914.70,711.47,854.34,914.70
1952-01-01,43.041666585,-79.791669115,722.97,825.53,938.27,722.97,825.53,938.27,722.97,825.53,938.27
1953-01-01,43.041666585,-79.791669115,703.81,827.62,972.97,703.80,827.62,972.97,703.81,827.62,972.97
1954-01-01,43.041666585,-79.791669115,737.34,841.61,969.39,737.34,841.61,969.39,737.34,841.61,969.39
1955-01-01,43.041666585,-79.791669115,698.11,869.59,1001.18,698.11,869.59,1001.18,698.11,869.58,1001.18
1956-01-01,43.041666585,-79.791669115,720.47,830.46,965.34,720.47,830.46,965.34,720.47,830.46,965.34
1957-01-01,43.041666585,-79.791669115,706.97,852.13,984.37,706.97,852.13,984.37,706.97,852.13,984.36
1958-01-01,43.041666585,-79.791669115,690.57,845.59,988.75,690.57,845.59,988.75,690.57,845.59,988.75
1959-01-01,43.041666585,-79.791669115,739.56,844.10,968.11,739.56,844.10,968.11,739.56,844.10,968.11
1960-01-01,43.041666585,-79.791669115,717.59,852.93,975.90,717.59,852.93,975.90,717.59,852.93,975.90
1961-01-01,43.041666585,-79.791669115,732.91,832.51,992.22,732.91,832.51,992.22,732.91,832.51,992.22
1962-01-01,43.041666585,-79.791669115,676.24,790.06,946.90,676.24,790.06,946.90,676.24,790.06,946.90
1963-01-01,43.041666585,-79.791669115,703.71,808.17,987.15,703.72,808.17,987.15,703.71,808.17,987.15
1964-01-01,43.041666585,-79.791669115,730.39,840.64,961.27,730.39,840.64,961.27,730.39,840.64,961.27
1965-01-01,43.041666585,-79.791669115,712.65,814.41,910.40,712.65,814.41,910.40,712.65,814.41,910.90
1966-01-01,43.041666585,-79.791669115,693.91,865.37,979.26,693.91,865.37,979.26,693.91,865.37,979.26
1967-01-01,43.041666585,-79.791669115,683.79,792.91,917.28,683.79,792.91,917.28,683.79,792.91,917.28
1968-01-01,43.041666585,-79.791669115,690.20,828.48,932.84,690.20,828.48,932.84,690.20,828.48,932.84
1969-01-01,43.041666585,-79.791669115,704.11,850.87,988.50,704.11,850.87,988.50,704.11,850.87,988.50
1970-01-01,43.041666585,-79.791669115,750.90,826.16,901.96,750.90,826.16,901.96,750.90,826.18,901.96
1971-01-01,43.041666585,-79.791669115,699.77,805.96,934.34,699.77,805.96,934.34,699.77,805.96,934.34
1972-01-01,43.041666585,-79.791669115,757.00,884.10,1027.36,757.00,884.10,1027.36,756.99,884.10,1027.36
1973-01-01,43.041666585,-79.791669115,731.07,852.29,989.85,731.07,852.29,989.85,731.07,852.29,989.85
1974-01-01,43.041666585,-79.791669115,702.66,842.39,921.53,702.66,842.39,921.53,702.66,842.40,921.53
1975-01-01,43.041666585,-79.791669115,665.06,825.06,957.28,665.06,825.06,957.28,665.06,825.06,957.28
1976-01-01,43.041666585,-79.791669115,682.15,846.66,957.61,682.15,846.66,957.61,682.15,846.66,957.61
1977-01-01,43.041666585,-79.791669115,682.04,775.15,852.93,682.04,775.14,852.93,682.04,775.15,852.93
1978-01-01,43.041666585,-79.791669115,714.70,838.03,940.91,714.70,838.03,940.92,714.70,838.02,940.91
1979-01-01,43.041666585,-79.791669115,724.21,848.47,1030.83,724.22,848.47,1030.83,724.22,848.47,1030.83
1980-01-01,43.041666585,-79.791669115,704.34,832.43,1036.97,704.34,832.43,1036.97,704.34,832.43,1036.97
1981-01-01,43.041666585,-79.791669115,641.13,827.34,904.83,641.13,827.34,904.84,641.13,827.34,904.83
1982-01-01,43.041666585,-79.791669115,753.26,847.00,924.17,753.27,847.00,924.17,753.26,847.00,924.17
1983-01-01,43.041666585,-79.791669115,727.78,824.44,983.34,727.78,824.44,983.35,727.78,824.44,983.34
1984-01-01,43.041666585,-79.791669115,652.40,815.19,940.50,652.40,815.19,940.50,652.40,815.19,940.50
1985-01-01,43.041666585,-79.791669115,763.41,862.12,964.13,763.41,862.12,964.13,763.41,862.12,964.13
1986-01-01,43.041666585,-79.791669115,758.83,836.70,975.33,758.83,836.70,975.33,758.83,836.70,975.33
1987-01-01,43.041666585,-79.791669115,741.18,866.13,958.19,741.18,866.13,958.19,741.18,866.67,958.19
1988-01-01,43.041666585,-79.791669115,725.41,905.55,1027.55,725.41,905.55,1027.55,725.41,905.55,1027.55
1989-01-01,43.041666585,-79.791669115,711.88,833.08,939.82,711.88,833.08,939.82,711.88,833.10,939.82
1990-01-01,43.041666585,-79.791669115,669.82,881.16,1012.36,669.82,881.16,1012.36,669.82,881.16,1012.36
1991-01-01,43.041666585,-79.791669115,673.46,866.89,989.37,673.46,866.89,989.37,673.46,866.89,989.37
1992-01-01,43.041666585,-79.791669115,706.99,843.23,980.91,706.99,843.23,980.91,706.99,843.24,980.91
1993-01-01,43.041666585,-79.791669115,715.94,811.51,891.20,715.94,811.51,891.20,715.94,811.51,891.20
1994-01-01,43.041666585,-79.791669115,743.59,835.64,963.29,743.59,835.64,963.29,743.59,835.64,963.29
1995-01-01,43.041666585,-79.791669115,726.51,835.20,937.37,726.51,835.20,937.37,726.51,835.20,937.34
1996-01-01,43.041666585,-79.791669115,712.31,846.18,964.54,712.31,846.18,964.54,712.31,846.18,964.54
1997-01-01,43.041666585,-79.791669115,724.16,844.11,962.59,724.16,844.11,962.59,724.16,844.11,962.59
1998-01-01,43.041666585,-79.791669115,686.59,856.29,965.67,686.59,856.29,965.67,686.59,856.26,965.67
1999-01-01,43.041666585,-79.791669115,690.36,823.16,946.99,690.36,823.16,946.99,690.36,823.16,946.99
2000-01-01,43.041666585,-79.791669115,732.36,843.69,897.77,732.36,843.69,897.78,732.36,843.69,897.79
2001-01-01,43.041666585,-79.791669115,720.58,838.18,1031.78,720.58,838.18,1031.78,720.58,838.18,1031.78
2002-01-01,43.041666585,-79.791669115,726.20,806.57,965.25,726.20,806.57,965.25,726.20,806.57,965.25
2003-01-01,43.041666585,-79.791669115,691.68,833.42,962.40,691.68,833.42,962.40,691.69,833.42,962.40
2004-01-01,43.041666585,-79.791669115,655.81,831.19,1020.97,655.81,831.19,1020.97,655.81,831.19,1020.98
2005-01-01,43.041666585,-79.791669115,703.40,877.00,1067.49,703.39,877.00,1067.49,703.40,877.00,1067.49
2006-01-01,43.041666585,-79.791669115,786.87,893.17,954.23,786.86,893.17,954.23,786.84,893.17,954.23
2007-01-01,43.041666585,-79.791669115,695.07,874.15,970.97,695.07,874.15,970.97,695.07,874.15,970.98
2008-01-01,43.041666585,-79.791669115,747.43,863.74,987.15,747.43,863.74,987.15,747.43,863.74,987.15
2009-01-01,43.041666585,-79.791669115,712.93,848.52,1016.88,712.93,848.52,1016.88,712.93,848.52,1016.88
2010-01-01,43.041666585,-79.791669115,721.87,878.08,1008.13,722.81,882.45,1001.66,718.04,875.94,1015.74
2011-01-01,43.041666585,-79.791669115,763.77,922.34,1059.63,757.97,917.89,1064.67,762.97,924.83,1065.45
2012-01-01,43.041666585,-79.791669115,741.91,854.46,989.54,743.07,858.79,985.71,745.18,868.24,987.35
2013-01-01,43.041666585,-79.791669115,771.17,886.22,1011.42,772.01,885.99,1017.90,770.17,885.82,1018.98
2014-01-01,43.041666585,-79.791669115,713.98,854.14,1007.69,724.40,849.39,1005.68,719.88,848.96,1002.88
2015-01-01,43.041666585,-79.791669115,695.34,853.26,1034.23,720.28,883.80,1012.45,758.32,838.18,984.49
2016-01-01,43.041666585,-79.791669115,755.79,892.62,991.10,785.30,864.02,1045.68,701.07,844.93,1035.97
2017-01-01,43.041666585,-79.791669115,735.20,836.55,951.76,768.90,901.26,1058.28,742.97,857.52,986.52
2018-01-01,43.041666585,-79.791669115,723.71,888.81,1022.82,760.14,862.69,1019.34,793.86,925.34,1037.76
2019-01-01,43.041666585,-79.791669115,741.34,879.41,1058.90,778.37,854.73,982.07,675.83,879.07,1029.95
2020-01-01,43.041666585,-79.791669115,656.88,851.38,1038.71,706.13,832.61,1004.88,741.97,856.35,1032.56
2021-01-01,43.041666585,-79.791669115,711.69,823.55,1038.47,696.60,880.12,1023.84,774.99,883.69,1021.44
2022-01-01,43.041666585,-79.791669115,711.80,886.34,1036.77,710.94,842.36,1064.14,783.76,878.89,984.02
2023-01-01,43.041666585,-79.791669115,744.66,851.41,992.10,758.94,865.21,1081.99,755.89,856.38,1128.65
2024-01-01,43.041666585,-79.791669115,714.05,838.53,1011.21,713.42,840.26,1054.03,757.82,856.32,1060.37
2025-01-01,43.041666585,-79.791669115,727.45,867.38,1001.33,732.03,824.29,972.40,754.50,930.44,1036.39
2026-01-01,43.041666585,-79.791669115,757.14,890.09,995.68,706.93,827.15,980.62,703.27,894.71,1054.10
2027-01-01,43.041666585,-79.791669115,783.02,900.56,1060.95,724.37,903.12,1066.58,744.08,887.35,988.03
2028-01-01,43.041666585,-79.791669115,814.97,920.63,1036.01,754.04,885.79,1027.96,712.27,853.13,1009.46
2029-01-01,43.041666585,-79.791669115,732.93,880.89,1005.72,715.92,894.47,991.22,792.41,932.80,1028.29
2030-01-01,43.041666585,-79.791669115,776.78,895.96,1036.82,699.88,889.42,1068.35,716.52,865.12,1044.01
2031-01-01,43.041666585,-79.791669115,715.75,848.61,1041.68,750.27,879.51,1066.66,742.68,885.22,984.85
2032-01-01,43.041666585,-79.791669115,759.98,897.25,989.38,734.30,943.41,1107.49,765.36,884.15,1032.73
2033-01-01,43.041666585,-79.791669115,793.79,901.49,1052.87,699.34,862.73,972.60,782.89,941.97,1085.47
2034-01-01,43.041666585,-79.791669115,819.10,931.36,1047.58,741.06,896.15,1056.44,773.92,855.41,986.98
2035-01-01,43.041666585,-79.791669115,805.02,976.83,1157.47,759.83,869.34,1062.85,739.40,869.56,1019.20
2036-01-01,43.041666585,-79.791669115,823.46,905.45,1128.64,741.85,896.13,1056.74,721.09,892.79,1041.67
2037-01-01,43.041666585,-79.791669115,755.87,919.07,1104.75,714.57,880.10,1102.23,821.55,896.91,1047.94
2038-01-01,43.041666585,-79.791669115,761.05,875.21,1030.40,769.61,866.08,973.90,779.93,903.03,1069.70
2039-01-01,43.041666585,-79.791669115,776.23,897.90,977.99,808.38,910.39,1107.06,723.55,889.29,1082.11
2040-01-01,43.041666585,-79.791669115,798.14,936.14,1085.84,692.04,894.01,1107.73,793.50,920.90,1036.39
2041-01-01,43.041666585,-79.791669115,762.40,918.98,1033.09,767.65,901.28,1018.37,826.51,943.48,1109.89
2042-01-01,43.041666585,-79.791669115,760.86,878.25,1241.29,775.77,926.49,1089.24,741.33,871.62,1033.18
2043-01-01,43.041666585,-79.791669115,764.64,882.20,1102.02,779.07,922.76,1073.19,762.68,902.92,1055.16
2044-01-01,43.041666585,-79.791669115,774.03,896.02,1081.60,756.02,880.60,1005.15,722.79,906.29,1034.08
2045-01-01,43.041666585,-79.791669115,782.37,864.07,1014.72,748.91,888.77,1020.36,771.80,935.34,1058.86
2046-01-01,43.041666585,-79.791669115,767.93,938.77,1074.34,730.53,858.53,1113.39,759.52,906.94,1023.14
2047-01-01,43.041666585,-79.791669115,767.63,876.60,1023.96,717.33,916.67,1013.72,787.64,888.93,1042.13
2048-01-01,43.041666585,-79.791669115,804.01,888.96,1037.18,677.00,889.11,1012.31,712.23,905.14,1130.00
2049-01-01,43.041666585,-79.791669115,714.41,906.85,1067.28,764.17,874.73,1097.51,773.19,901.01,1093.35
2050-01-01,43.041666585,-79.791669115,769.55,937.16,1139.59,803.00,910.91,1062.93,746.33,948.84,1051.50
2051-01-01,43.041666585,-79.791669115,778.48,921.15,1102.36,738.82,894.74,1018.93,780.29,905.56,1078.47
2052-01-01,43.041666585,-79.791669115,774.13,860.29,1006.65,794.85,951.05,1122.50,696.28,850.08,1107.24
2053-01-01,43.041666585,-79.791669115,684.98,845.29,979.36,820.65,915.74,1094.33,777.02,937.88,1068.96
2054-01-01,43.041666585,-79.791669115,769.87,927.69,1064.00,754.99,913.73,1082.74,760.32,880.66,1111.78
2055-01-01,43.041666585,-79.791669115,771.41,871.10,1034.23,758.52,912.45,1046.13,807.54,922.87,1083.82
2056-01-01,43.041666585,-79.791669115,812.89,933.69,1107.85,769.95,916.46,1187.28,823.63,904.46,1087.33
2057-01-01,43.041666585,-79.791669115,767.43,909.62,1084.86,797.05,927.26,1107.83,797.03,925.34,1108.21
2058-01-01,43.041666585,-79.791669115,801.00,965.95,1143.38,742.48,888.16,1088.63,840.23,948.54,1118.61
2059-01-01,43.041666585,-79.791669115,743.50,899.74,1054.65,762.67,972.72,1094.98,774.69,909.58,1046.94
2060-01-01,43.041666585,-79.791669115,707.58,910.81,1023.59,768.19,892.44,1050.60,786.44,961.80,1141.29
2061-01-01,43.041666585,-79.791669115,721.77,875.70,1024.47,785.79,915.91,1121.79,777.74,908.95,1181.32
2062-01-01,43.041666585,-79.791669115,713.39,903.52,997.38,770.49,910.29,1097.85,749.16,844.54,1075.37
2063-01-01,43.041666585,-79.791669115,800.86,927.14,1043.13,735.93,894.21,1040.03,689.92,914.02,1176.17
2064-01-01,43.041666585,-79.791669115,637.52,919.85,1039.51,719.67,930.31,1085.41,810.23,917.52,1026.82
2065-01-01,43.041666585,-79.791669115,823.15,904.27,1048.18,771.62,887.53,1089.04,779.74,874.07,1050.05
2066-01-01,43.041666585,-79.791669115,734.87,916.15,1078.74,761.14,933.73,1078.66,758.08,919.61,1104.11
2067-01-01,43.041666585,-79.791669115,747.77,886.61,1021.92,731.99,879.45,1010.38,747.97,898.10,1040.23
2068-01-01,43.041666585,-79.791669115,680.91,816.38,1030.76,815.62,910.77,1103.84,825.56,928.01,1117.60
2069-01-01,43.041666585,-79.791669115,752.42,899.50,1002.26,761.30,953.93,1059.79,750.19,922.83,1075.62
2070-01-01,43.041666585,-79.791669115,752.07,884.01,1052.53,757.46,1002.23,1098.54,761.35,951.18,1100.52
2071-01-01,43.041666585,-79.791669115,722.18,909.52,1060.69,747.23,936.84,1079.17,795.14,980.97,1194.02
2072-01-01,43.041666585,-79.791669115,782.83,898.57,1036.91,653.61,857.11,1073.77,813.98,943.19,1075.64
2073-01-01,43.041666585,-79.791669115,730.50,942.23,1108.72,704.29,967.58,1176.05,792.51,924.66,1119.96
2074-01-01,43.041666585,-79.791669115,705.38,849.34,1056.50,797.78,951.19,1065.37,807.27,931.15,1122.83
2075-01-01,43.041666585,-79.791669115,742.98,932.18,1135.78,722.97,861.48,1041.14,814.23,984.29,1093.64
2076-01-01,43.041666585,-79.791669115,794.19,928.78,1126.08,818.14,954.30,1084.29,788.81,940.83,1085.90
2077-01-01,43.041666585,-79.791669115,743.83,875.45,998.52,775.34,927.05,1062.28,784.37,917.74,1189.22
2078-01-01,43.041666585,-79.791669115,750.52,935.66,1075.90,829.79,897.42,991.98,776.91,958.74,1199.44
2079-01-01,43.041666585,-79.791669115,723.77,847.32,1058.70,784.85,918.61,1083.91,801.40,941.86,1159.72
2080-01-01,43.041666585,-79.791669115,776.78,872.45,1082.05,804.91,936.73,1186.08,837.18,917.74,1079.66
2081-01-01,43.041666585,-79.791669115,792.28,939.33,1073.11,781.12,934.00,1025.30,833.01,992.73,1193.86
2082-01-01,43.041666585,-79.791669115,765.92,904.44,1080.62,806.06,940.48,1113.44,726.10,918.98,1069.41
2083-01-01,43.041666585,-79.791669115,807.81,901.29,981.65,762.79,917.61,1037.70,814.74,966.94,1186.68
2084-01-01,43.041666585,-79.791669115,806.43,930.00,1215.13,790.61,878.01,1024.62,814.38,973.01,1113.22
2085-01-01,43.041666585,-79.791669115,769.31,935.18,1160.99,767.67,965.66,1118.38,829.21,947.38,1145.01
2086-01-01,43.041666585,-79.791669115,806.95,928.09,1053.08,761.05,932.93,1067.29,813.28,969.63,1124.52
2087-01-01,43.041666585,-79.791669115,765.07,883.52,996.23,811.29,887.10,1117.22,797.10,960.68,1291.04
2088-01-01,43.041666585,-79.791669115,750.13,876.13,1116.39,738.65,957.92,1132.00,781.13,947.56,990.58
2089-01-01,43.041666585,-79.791669115,732.13,861.10,1105.54,749.17,955.71,1095.42,839.09,995.78,1245.49
2090-01-01,43.041666585,-79.791669115,744.20,933.03,1030.29,774.55,931.34,1079.97,813.17,945.94,1122.30
2091-01-01,43.041666585,-79.791669115,754.29,941.77,1052.07,784.24,870.68,1108.87,840.57,954.80,1170.45
2092-01-01,43.041666585,-79.791669115,740.98,863.03,1079.67,762.76,951.19,1139.00,808.46,955.13,1114.78
2093-01-01,43.041666585,-79.791669115,774.69,926.09,1158.17,772.06,937.55,1120.25,697.35,962.91,1109.73
2094-01-01,43.041666585,-79.791669115,774.96,946.10,1070.80,803.58,889.96,1084.38,872.43,1025.24,1157.32
2095-01-01,43.041666585,-79.791669115,706.57,884.30,1034.83,780.53,921.59,1110.91,831.21,964.22,1131.43
2096-01-01,43.041666585,-79.791669115,767.39,899.24,1007.02,813.48,936.36,1151.72,789.78,934.62,1099.19
2097-01-01,43.041666585,-79.791669115,733.78,909.08,1018.20,761.54,945.14,1053.06,844.00,974.64,1194.60
2098-01-01,43.041666585,-79.791669115,745.88,889.90,1041.51,825.85,949.47,1087.93,825.71,933.90,1154.46
2099-01-01,43.041666585,-79.791669115,743.03,902.55,1148.81,775.35,917.28,1058.20,808.24,1024.20,1173.46
2100-01-01,43.041666585,-79.791669115,715.26,869.61,1133.26,837.60,938.09,1051.90,853.76,976.36,1301.11
1950-01-01,43.124999915000004,-80.04166910500001,749.85,836.54,980.51,749.86,836.54,980.51,749.86,836.54,980.51
1951-01-01,43.124999915000004,-80.04166910500001,708.53,854.15,928.07,708.53,854.15,928.07,708.53,854.15,928.07
1952-01-01,43.124999915000004,-80.04166910500001,728.25,806.19,938.10,728.25,806.19,938.10,728.25,806.19,938.10
1953-01-01,43.124999915000004,-80.04166910500001,694.72,825.10,963.59,694.72,825.10,963.09,694.72,825.10,963.59
1954-01-01,43.124999915000004,-80.04166910500001,735.64,828.78,969.68,735.64,828.78,969.68,735.64,828.78,969.68
1955-01-01,43.124999915000004,-80.04166910500001,700.12,860.29,996.12,700.12,860.29,996.12,700.12,860.29,996.12
1956-01-01,43.124999915000004,-80.04166910500001,715.76,825.78,966.76,715.76,825.78,966.76,715.76,825.78,966.76
1957-01-01,43.124999915000004,-80.04166910500001,710.75,850.01,997.70,710.75,850.01,997.70,710.75,850.01,997.71
1958-01-01,43.124999915000004,-80.04166910500001,680.53,851.28,1001.40,680.53,851.28,1001.40,680.53,851.28,1001.40
1959-01-01,43.124999915000004,-80.04166910500001,724.18,840.91,970.46,724.18,840.91,970.46,724.24,840.91,970.46
1960-01-01,43.124999915000004,-80.04166910500001,718.85,850.67,981.98,718.86,850.67,981.98,718.86,850.67,981.97
1961-01-01,43.124999915000004,-80.04166910500001,715.78,828.26,984.54,715.78,828.26,984.54,715.78,828.27,984.54
1962-01-01,43.124999915000004,-80.04166910500001,672.84,788.88,956.82,672.84,788.88,956.82,672.84,788.88,956.82
1963-01-01,43.124999915000004,-80.04166910500001,708.86,818.18,992.36,708.86,818.17,992.36,708.87,818.18,992.36
1964-01-01,43.124999915000004,-80.04166910500001,738.32,835.24,961.34,738.32,835.24,961.34,738.32,835.24,961.34
1965-01-01,43.124999915000004,-80.04166910500001,712.07,807.28,904.48,712.07,807.28,904.48,712.07,807.28,904.51
1966-01-01,43.124999915000004,-80.04166910500001,685.10,853.32,966.77,685.10,853.32,966.77,685.10,853.31,966.77
1967-01-01,43.124999915000004,-80.04166910500001,691.75,784.39,913.65,691.75,784.40,913.65,691.75,784.42,913.65
1968-01-01,43.124999915000004,-80.04166910500001,675.73,832.94,932.05,675.73,832.94,932.06,675.73,832.93,932.05
1969-01-01,43.124999915000004,-80.04166910500001,695.48,847.80,973.42,695.48,847.80,973.42,695.48,847.80,973.42
1970-01-01,43.124999915000004,-80.04166910500001,736.06,834.48,903.78,736.06,834.48,903.78,736.06,834.48,903.78
1971-01-01,43.124999915000004,-80.04166910500001,692.85,798.58,939.77,692.84,798.58,939.77,692.85,798.58,939.77
1972-01-01,43.124999915000004,-80.04166910500001,744.64,873.67,1021.12,744.64,873.68,1021.12,744.66,873.67,1021.12
1973-01-01,43.124999915000004,-80.04166910500001,726.25,862.39,994.19,726.25,862.39,994.19,726.25,862.39,994.19
1974-01-01,43.124999915000004,-80.04166910500001,687.80,842.29,918.54,687.80,842.29,918.54,687.80,842.29,918.54
1975-01-01,43.124999915000004,-80.04166910500001,657.76,808.31,943.69,657.76,808.31,943.69,657.76,808.26,943.69
1976-01-01,43.124999915000004,-80.04166910500001,666.93,833.84,963.84,666.93,833.84,963.84,666.93,833.84,963.84
1977-01-01,43.124999915000004,-80.04166910500001,673.97,763.33,845.97,673.97,763.33,845.97,673.97,763.33,845.97
1978-01-01,43.124999915000004,-80.04166910500001,710.14,843.10,936.39,710.14,843.10,936.39,710.14,843.10,936.39
1979-01-01,43.124999915000004,-80.04166910500001,713.07,837.39,1012.03,713.07,837.39,1012.03,713.07,837.39,1012.03
1980-01-01,43.124999915000004,-80.04166910500001,695.09,842.72,1038.89,695.09,842.72,1038.89,695.09,842.72,1038.89
1981-01-01,43.124999915000004,-80.04166910500001,642.74,817.68,911.36,642.74,817.68,911.36,642.74,817.68,911.36
1982-01-01,43.124999915000004,-80.04166910500001,752.48,839.45,916.65,752.47,839.45,916.65,752.47,839.45,916.65
1983-01-01,43.124999915000004,-80.04166910500001,726.88,820.16,991.00,726.88,820.16,990.99,726.88,820.16,991.00
1984-01-01,43.124999915000004,-80.04166910500001,645.22,811.58,949.65,645.22,811.58,949.65,645.22,811.58,949.65
1985-01-01,43.124999915000004,-80.04166910500001,755.66,852.25,967.44,755.66,852.25,967.44,755.66,852.25,967.44
1986-01-01,43.124999915000004,-80.04166910500001,750.98,840.43,979.64,750.98,840.43,979.64,750.98,840.43,979.64
1987-01-01,43.124999915000004,-80.04166910500001,737.09,876.49,957.24,737.09,876.49,957.24,737.09,876.50,957.24
1988-01-01,43.124999915000004,-80.04166910500001,727.93,905.40,1029.97,727.93,905.40,1029.98,727.93,905.40,1029.98
1989-01-01,43.124999915000004,-80.04166910500001,718.33,820.52,949.12,718.33,820.52,949.13,718.33,820.53,949.13
1990-01-01,43.124999915000004,-80.04166910500001,657.66,866.17,1015.94,657.65,866.17,1015.94,657.65,866.19,1015.94
1991-01-01,43.124999915000004,-80.04166910500001,657.94,860.00,992.16,657.94,860.00,992.16,657.94,860.00,992.16
1992-01-01,43.124999915000004,-80.04166910500001,709.76,841.20,995.94,709.76,841.20,995.94,709.76,841.20,995.94
1993-01-01,43.124999915000004,-80.04166910500001,713.38,812.24,874.49,713.38,812.24,874.49,713.38,812.24,874.49
1994-01-01,43.124999915000004,-80.04166910500001,736.13,847.26,945.75,736.13,847.26,945.75,736.13,847.26,945.75
1995-01-01,43.124999915000004,-80.04166910500001,719.62,823.08,941.90,719.62,823.08,941.90,719.62,823.08,941.87
1996-01-01,43.124999915000004,-80.04166910500001,720.45,847.41,961.25,720.45,847.40,961.25,720.45,847.43,961.25
1997-01-01,43.124999915000004,-80.04166910500001,715.75,843.01,956.74,715.75,843.00,956.74,715.75,843.01,956.74
1998-01-01,43.124999915000004,-80.04166910500001,678.83,853.24,948.37,678.83,853.24,948.37,678.83,853.24,948.37
1999-01-01,43.124999915000004,-80.04166910500001,683.83,823.32,956.10,683.83,823.32,956.10,683.83,823.32,956.10
2000-01-01,43.124999915000004,-80.04166910500001,736.29,838.70,891.39,736.29,838.70,891.39,736.29,838.70,891.39
2001-01-01,43.124999915000004,-80.04166910500001,717.42,837.50,1029.37,717.42,837.50,1029.37,717.42,837.50,1029.37
2002-01-01,43.124999915000004,-80.04166910500001,718.92,808.75,953.00,718.92,808.75,953.00,718.92,808.75,953.00
2003-01-01,43.124999915000004,-80.04166910500001,692.65,832.44,951.67,692.65,832.44,951.67,692.63,832.44,951.67
2004-01-01,43.124999915000004,-80.04166910500001,654.55,827.22,1018.46,654.55,827.22,1018.46,654.55,827.22,1018.46
2005-01-01,43.124999915000004,-80.04166910500001,708.16,875.07,1072.29,708.16,875.07,1072.29,708.16,875.07,1072.29
2006-01-01,43.124999915000004,-80.04166910500001,788.73,892.51,956.92,788.73,892.51,956.91,788.74,892.51,956.91
2007-01-01,43.124999915000004,-80.04166910500001,692.32,863.38,966.56,692.32,863.38,966.56,692.32,863.38,966.55
2008-01-01,43.124999915000004,-80.04166910500001,743.61,855.90,984.01,743.61,855.90,984.01,743.61,855.90,984.01
2009-01-01,43.124999915000004,-80.04166910500001,713.40,850.00,1028.96,713.40,850.00,1028.96,713.40,850.00,1028.96
2010-01-01,43.124999915000004,-80.04166910500001,714.56,874.24,1013.67,717.05,875.92,1003.29,708.18,870.78,1009.41
2011-01-01,43.124999915000004,-80.04166910500001,762.55,927.65,1067.58,753.52,923.15,1070.13,756.75,927.39,1072.44
2012-01-01,43.124999915000004,-80.04166910500001,743.71,854.02,990.29,741.59,861.58,987.13,746.11,863.63,987.98
2013-01-01,43.124999915000004,-80.04166910500001,767.30,892.86,1011.88,769.89,888.11,1014.64,770.79,890.70,1012.31
2014-01-01,43.124999915000004,-80.04166910500001,708.97,857.53,1001.69,712.39,855.44,1009.04,708.87,856.20,1007.00
2015-01-01,43.124999915000004,-80.04166910500001,693.26,850.37,1037.31,745.08,881.18,1013.11,763.14,835.85,979.68
2016-01-01,43.124999915000004,-80.04166910500001,761.95,890.32,1001.48,786.16,861.60,1043.47,692.17,840.01,1032.55
2017-01-01,43.124999915000004,-80.04166910500001,727.05,832.23,951.54,759.46,887.50,1059.06,729.24,851.08,974.71
2018-01-01,43.124999915000004,-80.04166910500001,709.79,889.70,1011.76,747.84,858.13,1017.47,782.84,929.44,1027.20
2019-01-01,43.124999915000004,-80.04166910500001,733.55,879.48,1059.92,777.68,854.26,984.18,667.60,870.23,1020.65
2020-01-01,43.124999915000004,-80.04166910500001,661.79,851.21,1036.55,705.83,835.24,1005.24,744.69,855.43,1030.94
2021-01-01,43.124999915000004,-80.04166910500001,707.98,819.81,1043.96,693.42,862.71,1018.47,777.99,887.84,1030.26
2022-01-01,43.124999915000004,-80.04166910500001,711.39,884.20,1030.40,713.74,841.27,1061.54,779.93,875.19,971.06
2023-01-01,43.124999915000004,-80.04166910500001,734.06,849.61,1008.85,750.64,859.75,1072.08,765.21,843.19,1122.61
2024-01-01,43.124999915000004,-80.04166910500001,717.30,832.39,1022.23,700.93,839.69,1057.44,750.09,859.24,1062.25
2025-01-01,43.124999915000004,-80.04166910500001,731.16,858.60,989.18,717.45,829.12,964.16,730.73,940.59,1041.35
2026-01-01,43.124999915000004,-80.04166910500001,757.92,882.95,994.58,706.82,826.82,954.81,688.06,884.31,1043.96
2027-01-01,43.124999915000004,-80.04166910500001,774.57,905.66,1054.40,728.49,890.84,1055.89,746.21,894.21,993.21
2028-01-01,43.124999915000004,-80.04166910500001,801.94,916.09,1019.42,743.39,885.67,1036.53,709.98,847.51,1008.11
2029-01-01,43.124999915000004,-80.04166910500001,734.12,858.82,1012.94,719.98,886.36,992.08,789.22,923.99,1025.93
2030-01-01,43.124999915000004,-80.04166910500001,756.60,906.72,1036.02,695.59,890.04,1075.73,714.27,851.04,1039.99
2031-01-01,43.124999915000004,-80.04166910500001,703.80,842.87,1033.21,739.13,869.39,1059.90,737.06,883.31,971.84
2032-01-01,43.124999915000004,-80.04166910500001,751.69,873.67,974.23,740.25,935.92,1119.40,766.61,879.32,1041.71
2033-01-01,43.124999915000004,-80.04166910500001,787.52,893.64,1052.76,698.96,857.31,979.46,774.98,928.82,1085.14
