,Asset Name,Asset Type,Asset Address,Asset Size SQF,Asset Date Built,2023 FCI Rating,Year_Built,dry_days_hxmax40_mean,freeze_thaw_mean,ice_days_mean,max_temp_mean_mean,minimum_temp_mean_mean,tg_mean_6_mean,total_precipitation_mean,wet_days_plus20mm_mean,WARD
366,RED HILL FAMILY CENTRE,Administration Facilities,25 MOUNT ALBION ROAD,16084.0,1919-01-02,0.0503425661372275,1919.0,1.1866666666666668,59.96,47.63333333333333,13.2588,4.319066666666667,8.787466666666665,820.9269333333333,6.6,5
367,Richwill Park - Sun Shelter,Park Facilities - Public Use,27 Richwill Rd.,354.0,2008-01-01,0.0,2008.0,2.7058823529411766,58.70588235294117,41.35294117647059,14.094117647058823,4.955294117647059,9.52235294117647,855.5852941176471,7.470588235294118,8
368,ROCKTON REGIONAL YARD - MAIN BUILDING (F),Work Yards & Maintenance,810 WOODHILL ROAD,7176.0,1984-01-02,0.3198742512549142,1984.0,1.170731707317073,67.08536585365853,51.84146341463415,13.33780487804878,3.4973170731707315,8.415609756097561,861.2212195121951,6.926829268292683,12
369,ROCKTON REGIONAL YARD - SALT STORAGE,Work Yards & Maintenance,810 WOODHILL ROAD,6555.0,1971-01-02,0.225058926738288,1971.0,0.9074074074074074,68.06481481481481,53.7037037037037,13.11648148148148,3.254814814814815,8.183888888888887,855.2133333333334,6.814814814814815,12
370,ROSEDALE ARENA,Arenas,100 GREENHILL AVENUE,38074.0,1977-01-02,0.0045969486621468,1977.0,1.7083333333333333,58.40625,44.97916666666666,13.595833333333331,4.668125,9.129375,826.8547916666666,6.822916666666667,4
371,Rosedale Lawn Bowling - Clubhouse,Park Facilities - Public Use,50 Lawrence Rd,3757.0,1934-01-02,0.0190125250917592,1934.0,1.1866666666666668,59.96,47.63333333333333,13.2588,4.319066666666667,8.787466666666665,820.9269333333333,6.6,3
372,ROSEDALE OUTDOOR POOL,Outdoor Pools,30 GREENHILL AVENUE,596.0,2014-06-01,0.0002556732746423,2014.0,3.272727272727273,53.95454545454545,35.68181818181818,14.490909090909092,5.616363636363636,10.040909090909093,835.3590909090909,7.454545454545454,4
373,ROSEDALE PARK - BOCCE / BASEBALL FIELDHOUSE & PAVILION,Park Facilities - Public Use,100 GREENHILL AVENUE,5489.0,2014-01-02,0.0,2014.0,3.272727272727273,53.95454545454545,35.68181818181818,14.490909090909092,5.616363636363636,10.040909090909093,835.3590909090909,7.454545454545454,4
374,ROSEDALE PARK - SMALL BUILDING NEXT TO BOCCE,Park Facilities - Maintenance & Storage,100 GREENHILL AVENUE,210.0,2014-01-01,0.0,2014.0,3.272727272727273,53.95454545454545,35.68181818181818,14.490909090909092,5.616363636363636,10.040909090909093,835.3590909090909,7.454545454545454,4
375,Rosedale Park - Utility Bldg For Cso Tank (Hamilton Water),Park Facilities - Maintenance & Storage,60 Greenhill Ave.,990.0,1985-01-02,0.0056158968400264,1985.0,1.925,57.675,43.5625,13.752,4.84,9.29725,832.2475000000001,6.9125,4
376,Rosedale Park - Utility Bldg For New Cso Tank Behind Arena (Hamilton Water),Park Facilities - Maintenance & Storage,60 Greenhill Ave.,879.0,2014-01-02,0.0031625638433835,2014.0,3.272727272727273,53.95454545454545,35.68181818181818,14.490909090909092,5.616363636363636,10.040909090909093,835.3590909090909,7.454545454545454,4
377,Rosedale Tennis Club Bubble Structure,Park Facilities - Public Use,42 Lawrence Rd,23065.0,2002-01-02,0.1127796558786703,2002.0,2.608695652173913,55.82608695652174,39.23913043478261,14.159565217391302,5.278260869565218,9.720434782608695,838.4534782608696,7.239130434782608,3
378,Rosedale Tennis Club House,Park Facilities - Public Use,42 Lawrence Rd,2210.0,1977-01-02,0.1162804257072168,1977.0,1.7083333333333333,58.40625,44.97916666666666,13.595833333333331,4.668125,9.129375,826.8547916666666,6.822916666666667,3
379,Roxborough Park - Washroom / Storage / Concession,Park Facilities - Public Use,70 Reid Ave. N.,1184.0,1985-01-02,0.0441585728566315,1985.0,1.925,57.675,43.5625,13.752,4.84,9.29725,832.2475000000001,6.9125,4
380,Sackville Hill Memorial Park - Bocce Sun Shelter,Park Facilities - Public Use,780 Upper Wentworth St,105.0,2002-01-02,0.0,2002.0,2.5217391304347827,59.58695652173913,42.80434782608695,13.959565217391305,4.8078260869565215,9.384347826086955,851.7056521739129,7.260869565217392,7
381,Sackville Hill Memorial Park - Bocci Storage Shed,Park Facilities - Public Use,780 Upper Wentworth St,150.0,1996-01-02,0.0,1996.0,2.2413793103448274,60.06896551724138,44.48275862068966,13.837586206896551,4.659655172413793,9.247586206896552,847.9579310344826,7.224137931034483,7
382,Sackville Hill Memorial Park - Changeroom / Washrooms / Parks Staff Area,Park Facilities - Public Use,780 Upper Wentworth St,4000.0,2011-01-02,0.0025435337965419,2011.0,2.857142857142857,58.46428571428572,40.71428571428572,14.162142857142856,5.024285714285713,9.58357142857143,856.057142857143,7.535714285714286,7
383,Sackville Hill Memorial Park - Garbage Storage,Park Facilities - Maintenance & Storage,780 Upper Wentworth St,400.0,1996-01-02,0.0,1996.0,2.2413793103448274,60.06896551724138,44.48275862068966,13.837586206896551,4.659655172413793,9.247586206896552,847.9579310344826,7.224137931034483,7
384,Sackville Hill Memorial Park - Storage Garage Used By Parks,Park Facilities - Maintenance & Storage,780 Upper Wentworth St,500.0,1962-01-02,0.1808735144207629,1962.0,1.2698412698412698,62.74603174603175,50.41269841269841,13.161269841269842,3.951111111111112,8.557619047619047,835.076349206349,6.896825396825397,7
385,SACKVILLE HILL SENIORS CENTRE,Senior Centres,780 UPPER WENTWORTH STREET,24452.0,1996-01-02,0.1042131683531218,1996.0,2.2413793103448274,60.06896551724138,44.48275862068966,13.837586206896551,4.659655172413793,9.247586206896552,847.9579310344826,7.224137931034483,7
386,SALTFLEET ARENA,Arenas,24 SHERWOOD PARK ROAD,24980.0,1964-01-02,0.108342351698802,1964.0,1.213114754098361,57.15573770491803,45.385245901639344,13.432131147540984,4.688032786885247,9.062622950819671,819.4649180327868,6.549180327868853,10
387,SALTFLEET COMMUNITY CENTRE (ALLIANCE CHURCH),Administration Facilities,605 HIGHWAY 8,28991.0,1985-01-02,0.0855808018383653,1985.0,1.725,55.45,42.325,13.807,5.08625,9.449,828.41525,6.75,10
388,Sam Lawrence Park - Pavilion,Park Facilities - Public Use,255 & 371 Concession St.,1675.0,1968-01-02,0.0,1968.0,1.368421052631579,62.42982456140351,49.64912280701754,13.237894736842106,4.036140350877193,8.638245614035089,838.4136842105263,6.9298245614035086,7
389,Sam Manson Park - Bocce Club,Park Facilities - Public Use,80 NASH ROAD NORTH,1700.0,2015-01-01,0.0,2015.0,3.2,53.65,35.55,14.541,5.644,10.078,835.894,7.4,5
390,Sam Manson Park - Sun Shelter,Park Facilities - Public Use,80 Nash Rd North,405.0,2013-01-01,0.0,2013.0,3.1666666666666665,54.208333333333336,35.833333333333336,14.435833333333331,5.5616666666666665,9.995833333333335,837.7275000000001,7.5,5
391,Sam Manson Park - Washroom / Storage Bldg,Park Facilities - Public Use,80 Nash Rd. N.,3250.0,1979-01-02,0.1721776723813032,1979.0,1.7608695652173914,58.22826086956522,44.630434782608695,13.621521739130433,4.703043478260869,9.160652173913045,828.8334782608695,6.880434782608695,5
392,SANCTUARY PARK - WASHROOMS,Park Facilities - Public Use,27 SANCTUARY DRIVE,700.0,1978-01-02,0.2678085976273045,1978.0,1.127659574468085,64.04255319148936,48.14893617021277,13.485106382978724,3.967659574468085,8.723191489361705,839.806595744681,7.031914893617022,13
393,SEALY PARK SCOUT HALL,Community Centres,115 MAIN STREET SOUTH,3016.0,1855-01-01,0.3416150447887914,1855.0,1.1466666666666667,61.553333333333335,45.56666666666667,13.476666666666668,4.297066666666666,8.8848,806.5114666666668,6.673333333333333,15
394,Shamrock Park - Storage,Park Facilities - Maintenance & Storage,101 Walnut St. S,156.0,1980-01-02,0.0,1980.0,1.6666666666666667,59.81111111111111,42.56666666666667,13.850888888888884,4.694888888888889,9.267555555555557,815.4593333333333,6.9,2
395,Shawinigan Park - Storage And Sunshelter,Park Facilities - Public Use,1 Guildwood Dr.,684.0,1990-01-01,0.0,1990.0,2.0,62.84285714285714,47.52857142857143,13.598285714285712,4.179142857142857,8.892285714285716,850.4534285714286,7.257142857142857,14
396,Sheffield Ball Park - Concession / Shelter,Park Facilities - Public Use,1227 Sheffield Rd.,1161.0,1987-01-02,0.0758021269253682,1987.0,1.263157894736842,67.65789473684211,51.28947368421053,13.450263157894735,3.520526315789473,8.494473684210526,864.3647368421052,6.973684210526316,12
397,Sheffield Ball Park - Pavilion,Park Facilities - Public Use,1227 Sheffield Rd.,580.0,1987-01-02,0.0,1987.0,1.263157894736842,67.65789473684211,51.28947368421053,13.450263157894735,3.520526315789473,8.494473684210526,864.3647368421052,6.973684210526316,12
398,SHEFFIELD COMMUNITY HALL,Community Centres,2339 5TH CONCESSION ROAD WEST,4267.0,1877-01-01,0.039170502489786,1877.0,0.68,70.13333333333334,55.84666666666666,12.911466666666666,2.9524,7.938399999999999,852.3169333333334,6.66,12
399,SIR ALLAN MACNAB RECREATION CENTRE (P),Indoor Pools,145 MAGNOLIA DRIVE,20871.0,1987-01-02,0.0527156178319924,1987.0,1.868421052631579,62.98684210526316,48.26315789473684,13.543421052631578,4.114736842105264,8.830789473684211,851.4681578947369,7.2105263157894735,14
400,SIR WILFRID LAURIER RECREATION CENTRE (P),Indoor Pools,60 ALBRIGHT ROAD,16617.0,1981-01-02,0.0451511870314617,1981.0,1.7954545454545454,58.07954545454545,44.39772727272727,13.650681818181818,4.734772727272728,9.19181818181818,829.3274999999999,6.8977272727272725,5
401,SIR WINSTON CHURCHILL RECREATION CENTRE (P),Indoor Pools,1709 MAIN STREET EAST,12414.0,1970-01-02,0.0499300400657252,1970.0,1.5272727272727271,58.9,45.71818181818182,13.481636363636364,4.550363636363636,9.016363636363636,825.3969090909088,6.754545454545455,4
402,SPRING VALLEY ARENA,Arenas,29 ORCHARD DRIVE,29628.0,1974-01-02,0.2219302881780278,1974.0,1.431372549019608,64.13725490196079,50.333333333333336,13.287058823529412,3.843333333333333,8.564313725490196,844.3964705882355,7.088235294117647,12
403,St. Christopher's Park - Storage With Sunshelter,Park Facilities - Public Use,48 Holly Ave.,652.0,2002-01-02,0.0034984066524088,2002.0,2.130434782608696,53.17391304347826,35.06521739130435,14.407826086956522,5.72304347826087,9.720434782608695,809.4243478260869,7.239130434782608,4
404,STONEY CREEK ARENA,Arenas,37 KING STREET WEST,28278.0,1973-01-02,0.030778514885638,1973.0,1.0384615384615383,64.41346153846153,48.78846153846154,13.399615384615384,3.87596153846154,8.63423076923077,837.0038461538462,6.951923076923077,13
405,STONEY CREEK CITY HALL (L & MSC),Libraries,777 HIGHWAY 8,63432.0,1995-01-02,0.0033387369435689,1995.0,2.1666666666666665,54.06666666666667,40.2,14.066,5.340666666666667,9.702666666666666,829.5200000000002,6.9,10
406,STONEY CREEK CIVIC OPERATIONS CENTRE - MAIN BUILDING (F),Work Yards & Maintenance,349 JONES ROAD,44186.0,1999-01-02,0.1522303745652947,1999.0,2.269230769230769,54.03846153846154,38.71153846153846,14.166923076923078,5.460769230769231,9.818076923076925,831.4826923076923,6.980769230769231,10
407,STONEY CREEK CIVIC OPERATIONS CENTRE - SALT STORAGE,Work Yards & Maintenance,349 JONES ROAD,7200.0,2016-01-02,0.0,2016.0,3.111111111111111,51.5,34.888888888888886,14.61,5.907777777777778,10.247777777777776,830.7955555555557,7.277777777777778,10
408,STONEY CREEK CIVIC OPERATIONS CENTRE - SAND STORAGE,Work Yards & Maintenance,349 JONES ROAD,12696.0,1971-01-02,0.1405518348661481,1971.0,1.351851851851852,56.69444444444444,44.31481481481482,13.552962962962964,4.81574074074074,9.185925925925924,822.0151851851853,6.611111111111111,10
409,STONEY CREEK RECREATION CENTRE (P),Indoor Pools,45 KING STREET WEST,27992.0,2016-01-02,8.389332598358183e-05,2016.0,2.333333333333333,60.44444444444444,39.0,14.43,4.953333333333333,9.682222222222222,844.9833333333333,7.333333333333333,13
410,STONEY CREEK STORAGE BUILDING & WORKSHOP (H),Park Facilities - Maintenance & Storage,77 KING STREET WEST,875.0,1977-01-02,0.2750414546914258,1977.0,1.125,64.15625,48.29166666666666,13.471458333333336,3.948125,8.704583333333334,838.0466666666667,7.010416666666667,13
411,Stoney Creek Tennis Club House,Park Facilities - Public Use,880 Queenston Rd.,2274.0,1987-01-02,0.101207996663583,1987.0,2.0,57.23684210526316,43.30263157894737,13.799736842105265,4.884473684210526,9.342631578947367,832.4578947368421,6.934210526315789,5
412,Strabane Community Park - Pavilion,Park Facilities - Public Use,1315 Brock Rd. (Brock & 7th Concession),880.0,1971-01-02,0.0,1971.0,0.6851851851851852,68.64814814814815,55.98148148148148,12.884999999999998,3.0562962962962965,7.968148148148147,851.3224074074072,6.796296296296297,13
413,Strabane Community Park - Washroom / Concession / Storage,Park Facilities - Public Use,1315 Brock Rd. (Brock & 7th Concession),900.0,1971-01-02,0.3225672564417952,1971.0,0.6851851851851852,68.64814814814815,55.98148148148148,12.884999999999998,3.0562962962962965,7.968148148148147,851.3224074074072,6.796296296296297,13
414,T.B. Mcquesten Park - Storage / Washroom / Utility,Park Facilities - Public Use,1199 Upper Wentworth St.,4336.0,2002-01-02,0.0249826732800643,2002.0,2.5217391304347827,59.58695652173913,42.80434782608695,13.959565217391305,4.8078260869565215,9.384347826086955,851.7056521739129,7.260869565217392,7
415,TAPLEYTOWN YARD - SALT STORAGE,Work Yards & Maintenance,119 TAPLEYTOWN ROAD,7018.0,2006-01-02,0.2776378070211208,2006.0,2.526315789473684,52.81578947368421,37.26315789473684,14.31315789473684,5.616842105263157,9.969473684210527,839.9078947368421,7.2105263157894735,9
416,TAPLEYTOWN YARD - SAND STORAGE,Work Yards & Maintenance,119 TAPLEYTOWN ROAD,1052.0,1982-01-02,0.1403946960359261,1982.0,1.627906976744186,55.77906976744186,42.872093023255815,13.725116279069768,5.007209302325581,9.367906976744186,825.9881395348839,6.709302325581396,9
417,Templemead Park - Storage,Park Facilities - Maintenance & Storage,30 Independence Dr.,138.0,1968-01-02,0.7258577490028723,1968.0,1.4736842105263157,62.42982456140351,49.64912280701754,13.237894736842106,4.036140350877193,8.638245614035089,838.4136842105263,6.9298245614035086,6
418,Templemead Park - Sunshelter,Park Facilities - Public Use,30 Independence Dr.,560.0,2002-01-02,0.042454714027377,2002.0,2.608695652173913,59.58695652173913,42.80434782608695,13.959565217391305,4.8078260869565215,9.384347826086955,851.7056521739129,7.260869565217392,6
419,TERRYBERRY LIBRARY,Libraries,100 MOHAWK ROAD WEST,28108.0,1995-01-02,0.1532404554481337,1995.0,2.2333333333333334,60.0,44.91666666666666,13.813,4.626,9.217666666666666,847.0053333333332,7.183333333333334,8
420,THE OPTIMIST CLUB OF STONEY CREEK,Community Centres,830 Queenston Rd.,4998.0,1964-01-02,0.0104053172688937,1964.0,1.3934426229508197,59.278688524590166,46.60655737704918,13.378032786885246,4.440819672131148,8.911147540983608,823.2116393442623,6.721311475409836,5
421,TIM HORTONS FIELD,Entertainment Facilities,64 MELROSE AVENUE NORTH,327148.0,2014-09-02,0.0119358156154246,2014.0,2.8181818181818183,51.95454545454545,32.0,14.734545454545456,6.068181818181819,10.145454545454545,805.549090909091,7.318181818181818,3
422,Tower Park - Storage,Park Facilities - Maintenance & Storage,46 Woodend Dr.,140.0,1979-01-02,0.0592652013476656,1979.0,0.8043478260869565,67.17391304347827,53.51086956521739,13.068913043478265,3.360869565217391,8.210217391304349,851.1982608695656,6.945652173913044,15
423,TRAFFIC OPERATIONS CENTRE (F),Work Yards & Maintenance,1375 UPPER OTTAWA STREET,52017.0,1995-01-02,0.102334191495816,1995.0,2.3666666666666667,60.0,44.91666666666666,13.813,4.626,9.217666666666666,847.0053333333332,7.183333333333334,6
424,Trenholme - Splashpad Equipment Building,Park Facilities - Maintenance & Storage,135 Trenholme Cres.,50.0,2012-01-02,0.0,2012.0,3.076923076923077,54.19230769230769,36.69230769230769,14.386923076923075,5.515384615384614,9.945384615384617,838.0561538461538,7.423076923076923,6
425,Trenholme Park - Bocci Storage Shed,Park Facilities - Public Use,135 Trenholme Cres.,302.0,1968-01-02,0.0,1968.0,1.4736842105263157,58.98245614035088,46.078947368421055,13.436666666666666,4.508596491228071,8.973684210526315,825.1373684210527,6.7368421052631575,6
426,TRENHOLME PARK - PAVILION,Park Facilities - Public Use,135 TRENHOLME CRESCENT,394.0,1985-01-02,0.0,1985.0,1.925,57.675,43.5625,13.752,4.84,9.29725,832.2475000000001,6.9125,6
427,TRENHOLME PARK - WASHROOMS,Park Facilities - Public Use,135 TRENHOLME CRESCENT,852.0,2017-01-01,0.0,2017.0,3.5,53.5625,35.125,14.5625,5.668749999999999,10.1,832.54,7.5,6
428,Trieste Bocce Club - Bocce Court,Park Facilities - Public Use,60 Dicenzo Dr.,3500.0,2009-01-02,0.0,2009.0,2.8125,58.53125,41.125,14.11625,4.98125,9.5425,855.8900000000001,7.5,8
429,Trieste Bocce Club - Clubhouse,Park Facilities - Public Use,60 Dicenzo Dr.,1000.0,2009-01-02,0.0807338113514914,2009.0,2.8125,58.53125,41.125,14.11625,4.98125,9.5425,855.8900000000001,7.5,8
430,TURNER PARK - WASHROOMS (DIAMOND 3),Park Facilities - Public Use,352 RYMAL ROAD EAST,750.0,2018-06-19,0.0,2018.0,3.571428571428572,57.92857142857143,37.785714285714285,14.382857142857144,5.21,9.784285714285716,840.5471428571428,7.357142857142857,7
431,"TURNER PARK - WASHROOMS (DIAMONDS 5,6,7,8)",Park Facilities - Public Use,344 RYMAL ROAD ,1500.0,2018-06-19,0.0,2018.0,3.571428571428572,57.92857142857143,37.785714285714285,14.382857142857144,5.21,9.784285714285716,840.5471428571428,7.357142857142857,7
432,TURNER PARK LIBRARY,Libraries,352 RYMAL ROAD EAST ,77788.0,2009-01-02,0.0051995610047633,2009.0,2.8125,58.53125,41.125,14.11625,4.98125,9.5425,855.8900000000001,7.5,7
433,UPPER OTTAWA - SALT STORAGE,Work Yards & Maintenance,1199 UPPER OTTAWA STREET,11187.0,2005-01-02,0.0462469414609,2005.0,2.65,58.875,42.05,14.0385,4.884,9.4625,856.9650000000001,7.4,6
434,VALENS COMMUNITY HALL,Community Centres,1818 VALENS ROAD,3180.0,1959-01-02,0.0283562667274218,1959.0,0.4848484848484848,69.68181818181819,58.73484848484848,12.684545454545455,2.774393939393939,7.7287878787878785,851.426818181818,6.659090909090909,13
435,VALENS PARK - PAVILION,Park Facilities - Public Use,1818 VALENS ROAD,1230.0,1955-01-01,0.0,1955.0,0.4571428571428571,69.97142857142858,58.97142857142857,12.652285714285714,2.740285714285714,7.694142857142857,851.7987142857143,6.635714285714286,13
436,Valley Community Park - Pavilion,Park Facilities - Public Use,287 Old Guelph Rd.,500.0,2020-12-15,0.0,2020.0,3.8,55.2,32.6,14.794,5.702,10.216,808.796,7.3,13
437,Valley Park - Pavilion,Park Facilities - Public Use,970 Paramount Dr.,1644.0,1986-01-02,0.0,1986.0,1.9743589743589745,57.44871794871795,43.35897435897436,13.777435897435897,4.863589743589743,9.32153846153846,832.1738461538462,6.923076923076923,9
438,Valley Park - Tennis Club House,Park Facilities - Public Use,970 Paramount Dr.,1741.0,1986-01-02,0.0,1986.0,1.9743589743589745,57.44871794871795,43.35897435897436,13.777435897435897,4.863589743589743,9.32153846153846,832.1738461538462,6.923076923076923,9
439,Valley Park - Washroom / Changeroom,Park Facilities - Public Use,970 Paramount Dr.,1075.0,1986-01-02,0.1418813763777367,1986.0,1.9743589743589745,57.44871794871795,43.35897435897436,13.777435897435897,4.863589743589743,9.32153846153846,832.1738461538462,6.923076923076923,9
440,VALLEY PARK AQUATIC CENTRE (P),Indoor Pools,970 PARAMOUNT DRIVE,22752.0,1990-01-02,0.0227790180645655,1990.0,2.142857142857143,57.04285714285714,42.57142857142857,13.854571428571427,4.948,9.403714285714283,831.9097142857141,7.0,9
441,VALLEY PARK ARENA,Arenas,970 PARAMOUNT DRIVE,35587.0,1985-01-02,0.0979825159945055,1985.0,1.925,57.675,43.5625,13.752,4.84,9.29725,832.2475000000001,6.9125,9
442,VALLEY PARK COMMUNITY CENTRE,Community Centres,970 PARAMOUNT DRIVE,12609.0,1985-01-02,0.389833046981644,1985.0,1.925,57.675,43.5625,13.752,4.84,9.29725,832.2475000000001,6.9125,9
443,VALLEY PARK LIBRARY,Libraries,970 PARAMOUNT DRIVE,2976.0,1985-01-02,0.2800339284719361,1985.0,1.925,57.675,43.5625,13.752,4.84,9.29725,832.2475000000001,6.9125,9
444,Veevers Park - Sunshelter With Storage Bldg,Park Facilities - Public Use,688 Greenhill Ave.,671.0,2002-01-02,0.0,2002.0,2.608695652173913,55.82608695652174,39.23913043478261,14.159565217391302,5.278260869565218,9.720434782608695,838.4534782608696,7.239130434782608,5
445,Veterans Park - Storage / Concession,Park Facilities - Public Use,105 Huntingwood Ave,1205.0,1985-01-02,0.0528924099660236,1985.0,1.275,63.575,46.875,13.62775,4.122750000000001,8.87325,843.5252499999999,7.0625,13
446,VICTORIA OUTDOOR POOL,Outdoor Pools,100 STRATHCONA AVENUE NORTH,7470.0,1978-01-02,0.1680341919729562,1978.0,1.6382978723404256,59.96808510638298,42.87234042553192,13.82829787234042,4.6657446808510645,9.243617021276595,815.0108510638298,6.893617021276596,1
447,Victoria Park - Washroom / Concession At South End Of Park,Park Facilities - Public Use,500 King St. W.,1982.0,1984-01-02,0.0883358786508633,1984.0,1.804878048780488,59.39024390243903,41.81707317073171,13.940243902439024,4.789024390243903,9.36219512195122,817.6141463414634,6.926829268292683,1
448,VILLAGE GREEN PARK - LAWN BOWLING CLUB HOUSE,Park Facilities - Public Use,291 LODOR STREET,1243.0,1968-01-02,0.0,1968.0,1.280701754385965,64.58771929824562,51.29824561403509,13.180877192982456,3.737017543859649,8.459649122807019,843.4666666666667,7.043859649122807,12
449,Village Green Park - Small Storage Structure East Of Club House,Park Facilities - Maintenance & Storage,291 Lodor St.,118.0,2002-01-02,0.0920742520822887,2002.0,2.391304347826087,62.0,44.19565217391305,13.901304347826088,4.509130434782609,9.208695652173914,857.2004347826086,7.434782608695652,12
450,VILLAGE GREEN PARK - TENNIS CLUB HOUSE,Park Facilities - Public Use,291 LODOR STREET,1073.0,2014-01-02,0.0,2014.0,3.0,61.0,40.5,14.234545454545453,4.842727272727273,9.529090909090913,855.1754545454547,7.545454545454546,12
451,WALKER OUTDOOR POOL,Outdoor Pools,60 DICENZO DRIVE,10764.0,2009-01-02,0.0157986903198442,2009.0,2.8125,58.53125,41.125,14.11625,4.98125,9.5425,855.8900000000001,7.5,8
452,"WATERDOWN CIVIC CENTRE (L, MSC & SC)",Libraries,163 DUNDAS STREET EAST,23500.0,2015-08-03,0.0,2015.0,3.1,55.4,33.9,14.753,5.634,10.183,821.3860000000001,7.25,15
453,WATERDOWN MEMORIAL HALL (H),Community Centres,317 DUNDAS STREET EAST,7015.0,1926-01-02,0.0291027317320585,1926.0,1.1466666666666667,67.34,53.99333333333333,12.846533333333332,3.2861333333333334,8.064933333333334,830.3932000000001,6.633333333333334,15
454,Waterdown Memorial Park - Picnic Pavilion,Park Facilities - Public Use,200 Hamilton St. N.,1342.0,1985-01-02,0.0,1985.0,1.825,65.1,49.6375,13.33975,3.809,8.572,842.70425,6.8875,15
455,Waterdown Memorial Park - Storage Shed,Park Facilities - Maintenance & Storage,200 Hamilton St. N.,88.0,1954-01-02,0.0,1954.0,1.2112676056338028,67.13380281690141,53.73943661971831,12.874647887323944,3.316760563380282,8.093239436619715,831.155633802817,6.661971830985915,15
456,Waterdown Memorial Park - Washroom / Storage / Utility For Spray Pad,Park Facilities - Public Use,200 Hamilton St. N.,1610.0,2014-01-02,0.0158926307267185,2014.0,3.1818181818181817,62.54545454545455,41.59090909090909,14.08090909090909,4.589090909090909,9.325454545454544,846.4327272727273,7.181818181818182,15
457,WENTWORTH LODGE,Lodges,41 SOUTH STREET WEST,111092.0,1965-01-02,0.0102953567468992,1965.0,1.3333333333333333,65.025,49.99166666666667,13.267,3.7366666666666672,8.5005,833.8731666666666,6.9,13
458,WENTWORTH STREET OPERATIONS CENTRE (F),Transit Facilities,330 WENTWORTH STREET NORTH,263488.0,1988-01-01,0.1981556504489807,1988.0,1.6216216216216215,58.9054054054054,41.0945945945946,14.034324324324324,4.883513513513514,9.457027027027028,818.5899999999999,6.986486486486487,3
459,WENTWORTH STREET OPERATIONS CENTRE - SALT / SAND STORAGE,Work Yards & Maintenance,330 WENTWORTH STREET NORTH,11263.0,2004-01-02,0.0122289653262567,2004.0,2.142857142857143,56.85714285714285,36.95238095238095,14.425714285714289,5.312380952380953,9.87,829.1999999999998,7.261904761904762,3
460,WENTWORTH STREET SALT MANAGEMENT FACILITY,Work Yards & Maintenance,350 WENTWORTH STREET NORTH,12000.0,2023-09-27,0.0,2023.0,3.0,52.0,32.5,14.97,5.904999999999999,10.37,808.96,7.75,3
461,WESTDALE LIBRARY,Libraries,955 KING STREET WEST,10276.0,1993-01-02,0.0690977953684355,1993.0,2.15625,58.375,39.890625,14.1628125,5.0071875,9.580000000000002,819.1087500000001,7.078125,1
462,WESTMOUNT RECREATION CENTRE (P),Indoor Pools,35 LYNBROOK DRIVE,36813.0,2016-01-02,0.0,2016.0,3.2222222222222223,57.888888888888886,39.05555555555556,14.357777777777777,5.195555555555554,9.76222222222222,846.8933333333334,7.388888888888889,8
463,William Connell Park - Field House,Park Facilities - Maintenance & Storage,1086 West 5th Street,1160.0,2020-11-10,0.0,2020.0,3.6,57.7,37.0,14.384,5.24,9.78,836.2639999999999,7.4,8
464,William Connell Park - Storage Building,Park Facilities - Maintenance & Storage,1086 West 5th Street,1250.0,2018-08-18,0.0,2018.0,3.571428571428572,57.92857142857143,37.785714285714285,14.382857142857144,5.21,9.784285714285716,840.5471428571428,7.357142857142857,8
465,William Connell Park - Washrooms,Park Facilities - Public Use,1086 West 5th Street,1700.0,2018-08-17,0.0,2018.0,3.571428571428572,57.92857142857143,37.785714285714285,14.382857142857144,5.21,9.784285714285716,840.5471428571428,7.357142857142857,8
466,William McCulloch - Pavilion,Park Facilities - Public Use,200 Bonaventure Dr.,365.0,2011-01-02,0.0,2011.0,2.857142857142857,58.46428571428572,40.71428571428572,14.162142857142856,5.024285714285713,9.58357142857143,856.057142857143,7.535714285714286,14
467,William McCulloch Park - Change / Washroom,Park Facilities - Public Use,200 Bonaventure Dr.,372.0,1998-01-02,0.008923527578139,1998.0,2.333333333333333,60.05555555555556,43.87037037037037,13.884074074074077,4.7114814814814805,9.29962962962963,848.9051851851851,7.24074074074074,14
468,WILLIAM MCCULLOUCH PARK - STORAGE,Park Facilities - Maintenance & Storage,200 BONAVENTURE DRIVE,224.0,1998-01-02,0.2410405883831907,1998.0,2.333333333333333,60.05555555555556,43.87037037037037,13.884074074074077,4.7114814814814805,9.29962962962963,848.9051851851851,7.24074074074074,14
469,WILLIAM SCHWENGER PARK - WASHROOMS,Park Facilities - Public Use,86 CLAUDETTE GATE,852.0,2017-11-20,0.0,2017.0,3.375,57.5625,38.625,14.364999999999998,5.20125,9.76375,845.69875,7.4375,14
470,WINONA COMMUNITY CENTRE,Community Centres,255 WINONA ROAD,33480.0,1960-01-02,0.0510061927000942,1960.0,1.1538461538461535,56.00769230769231,44.46153846153846,13.47630769230769,4.869538461538461,9.028923076923077,817.3518461538462,6.523076923076923,10
471,Winona Park - Picnic Pavilion In Woods Area,Park Facilities - Public Use,1328 Barton St. E.,1723.0,2002-01-02,0.0,2002.0,2.608695652173913,55.82608695652174,39.23913043478261,14.159565217391302,5.278260869565218,9.720434782608695,838.4534782608696,7.239130434782608,4
